emotion,emotion_label,heart_rate,hrv,skin_conductance,movement,respiratory_rate,temperature,acceleration_x,acceleration_y,acceleration_z,ambient_light,blood_oxygen,timestamp,individual_id
excited,2,76.42740283465012,37.17014932600571,0.717,0.439,18.326,36.77,0.141,0.263,9.919,0.686,94.7,2025-07-16T19:04:08.324419,31
fatigued,5,81.01446499253147,26.53641992002132,0.306,0.122,10.503,36.38,-0.235,-0.066,9.833,0.118,97.0,2025-07-16T19:04:08.614289,8
excited,2,85.29741129647124,39.230583711120275,0.546,0.376,15.666,36.95,-0.015,-0.189,9.854,0.844,96.4,2025-07-16T19:04:08.354855,12
calm,0,83.71032697532483,43.20729266673484,0.214,0.081,13.888,36.46,-0.099,-0.142,9.844,0.4,97.5,2025-07-16T19:04:08.137500,4
excited,2,82.33785041381059,34.79069250124955,0.522,0.175,14.0,36.88,-0.091,0.191,9.799,0.548,96.0,2025-07-16T19:04:08.328144,29
focused,1,86.7270106451689,56.202539923494214,0.426,0.046,14.367,36.35,0.019,-0.037,9.825,0.633,96.9,2025-07-16T19:04:08.262118,27
stressed,3,111.58262158256943,31.241286391780807,0.827,0.335,19.324,37.02,-0.15,-0.448,9.797,0.851,94.7,2025-07-16T19:04:08.438632,43
excited,2,80.59443550273093,40.26748636655319,0.739,0.516,16.432,36.78,-0.474,0.023,10.195,0.823,96.3,2025-07-16T19:04:08.376208,5
focused,1,70.00367592655599,39.170481259256604,0.475,0.046,14.474,36.65,-0.048,0.052,9.798,0.614,97.5,2025-07-16T19:04:08.272417,9
anxious,4,87.20277536359859,21.35728099229476,0.84,0.466,18.0,36.92,0.175,-0.567,9.623,0.754,95.5,2025-07-16T19:04:08.570264,38
calm,0,76.8276496626404,45.438084585470996,0.337,0.0,14.582,36.52,0.0,0.0,9.8,0.943,96.8,2025-07-16T19:04:08.204715,48
focused,1,69.22964527564856,52.22705995962015,0.408,0.075,16.678,36.51,0.111,0.035,9.787,0.244,98.3,2025-07-16T19:04:08.273724,1
fatigued,5,55.65218691295733,30.222307832723892,0.232,0.176,9.912,36.56,0.167,0.118,9.807,0.869,98.0,2025-07-16T19:04:08.650606,17
calm,0,84.43763547977875,45.89836260272993,0.2,0.061,13.365,36.57,-0.058,-0.03,9.819,0.25,96.6,2025-07-16T19:04:08.193925,27
fatigued,5,69.82446532710631,42.55606105470536,0.369,0.221,13.666,36.52,-0.353,-0.284,9.781,0.783,96.4,2025-07-16T19:04:08.616561,48
stressed,3,98.4609814125947,19.903843847419576,0.717,0.346,21.315,36.93,0.036,0.972,9.934,0.373,96.2,2025-07-16T19:04:08.480807,13
calm,0,95.67784969744295,57.258985571905626,0.329,0.146,18.0,36.79,-0.133,-0.233,9.698,0.846,96.6,2025-07-16T19:04:08.207687,45
excited,2,102.92644354504715,32.51399512995678,0.527,0.474,22.662,37.04,-0.163,0.351,9.361,0.456,95.6,2025-07-16T19:04:08.335794,37
excited,2,80.35447587647737,33.448410190100546,0.474,0.2,14.0,36.89,-0.133,-0.297,9.815,0.707,96.5,2025-07-16T19:04:08.310585,17
excited,2,77.64058390129483,34.2699053707529,0.79,0.245,17.165,36.71,0.12,-0.115,9.882,0.485,95.6,2025-07-16T19:04:08.315119,10
stressed,3,82.30466598361674,26.93886641076022,0.844,0.324,23.491,36.73,0.379,-0.592,9.765,0.97,95.2,2025-07-16T19:04:08.439759,29
fatigued,5,71.99396240785518,31.76850180007059,0.267,0.256,11.937,36.57,0.041,-0.041,9.704,0.578,96.7,2025-07-16T19:04:08.643530,39
focused,1,87.17160298751074,54.17781954335877,0.303,0.028,16.221,36.61,-0.017,0.015,9.799,0.674,97.7,2025-07-16T19:04:08.230804,26
focused,1,79.52208932146144,42.29016839290939,0.424,0.06,16.365,36.71,0.144,-0.045,9.81,0.392,96.3,2025-07-16T19:04:08.270284,23
stressed,3,88.21626705098602,15.024669492423168,0.746,0.384,20.758,36.7,-0.117,0.755,9.142,0.936,95.8,2025-07-16T19:04:08.451847,33
focused,1,72.708962394906,61.337901772799675,0.451,0.02,15.26,36.47,0.033,0.037,9.801,0.365,96.8,2025-07-16T19:04:08.302984,2
fatigued,5,73.07285743271953,19.445136970052353,0.225,0.125,12.134,36.66,-0.125,0.18,9.764,0.134,96.9,2025-07-16T19:04:08.606597,16
calm,0,93.27864769804792,43.14593883279614,0.38,0.122,12.886,36.87,0.029,0.004,9.929,0.777,96.5,2025-07-16T19:04:08.188849,27
fatigued,5,63.761540621077046,22.469895640979324,0.292,0.079,9.421,36.53,0.004,0.031,9.728,0.547,97.6,2025-07-16T19:04:08.589371,49
anxious,4,98.79194249566407,15.41380902506169,0.705,0.426,26.082,36.78,0.253,-0.21,9.576,0.646,95.7,2025-07-16T19:04:08.528216,43
excited,2,95.82381700727451,43.285482925502464,0.404,0.1,17.012,36.83,0.068,0.15,9.799,0.988,96.2,2025-07-16T19:04:08.351079,16
calm,0,74.48892693219811,54.75558974006392,0.282,0.062,18.0,36.52,0.013,-0.004,9.845,0.829,98.0,2025-07-16T19:04:08.207358,41
focused,1,77.51082828115788,77.90534057224832,0.507,0.064,13.12,36.53,-0.109,-0.112,9.83,0.609,96.8,2025-07-16T19:04:08.223363,14
excited,2,90.63410558110276,38.05768672954209,0.638,0.486,21.569,37.01,-0.141,0.473,9.903,0.327,96.9,2025-07-16T19:04:08.368371,13
excited,2,91.56763951923132,33.74900074701395,0.509,0.334,18.438,36.81,-0.073,0.333,9.502,0.405,96.7,2025-07-16T19:04:08.409591,47
calm,0,76.42235649546906,46.48190202419243,0.283,0.162,13.428,36.5,0.259,0.134,9.651,0.228,97.0,2025-07-16T19:04:08.183516,20
excited,2,91.87773982261115,50.28251511817685,0.664,0.44,18.946,37.08,0.192,-0.708,9.961,0.668,94.5,2025-07-16T19:04:08.334002,21
excited,2,78.65917012772326,43.12552363952255,0.413,0.601,17.929,36.83,0.237,0.299,9.865,0.143,97.1,2025-07-16T19:04:08.337576,21
focused,1,76.77309513156935,40.3455227913449,0.479,0.039,17.037,36.65,0.002,0.004,9.755,0.998,96.6,2025-07-16T19:04:08.256993,20
calm,0,42.43490290810034,44.319042248692085,0.286,0.051,16.281,36.16,-0.038,-0.032,9.829,0.745,98.1,2025-07-16T19:04:08.120737,30
focused,1,71.88528583843495,44.31060660507125,0.377,0.019,13.786,36.6,-0.005,-0.002,9.794,0.624,97.2,2025-07-16T19:04:08.286605,12
excited,2,65.92376107870496,40.084303817677714,0.725,0.381,19.647,36.77,0.546,0.971,9.735,0.659,95.9,2025-07-16T19:04:08.368856,30
anxious,4,103.7554718354238,14.390669118331719,0.687,0.431,30.47,37.11,-0.348,0.315,9.611,0.319,95.1,2025-07-16T19:04:08.557303,44
excited,2,71.03328303448923,26.22319126446908,0.732,0.439,18.755,36.78,-0.075,0.303,9.803,0.719,95.9,2025-07-16T19:04:08.311994,6
calm,0,66.35094368977406,74.7490575820541,0.3,0.148,17.954,36.6,0.047,-0.027,9.796,0.213,97.4,2025-07-16T19:04:08.213286,36
calm,0,65.40229386247276,30.789945592164063,0.297,0.112,16.752,36.43,-0.188,0.004,9.77,0.886,97.5,2025-07-16T19:04:08.119891,21
calm,0,91.89559635682592,50.14315270737968,0.281,0.143,10.166,36.54,0.189,-0.227,9.782,0.633,97.3,2025-07-16T19:04:08.106281,8
stressed,3,104.1636759974029,18.493361356538383,0.82,0.33,18.238,37.09,-0.718,-0.54,9.926,0.872,95.3,2025-07-16T19:04:08.496921,12
excited,2,85.48361759030277,29.446160849728248,0.518,0.399,23.576,36.85,-0.359,0.289,9.827,0.689,96.9,2025-07-16T19:04:08.348234,34
focused,1,71.17126321612467,35.32523230408601,0.42,0.03,18.0,36.5,0.01,0.056,9.804,0.983,97.0,2025-07-16T19:04:08.224837,33
stressed,3,119.13974761249652,16.315316958486886,0.742,0.383,18.777,36.85,0.904,0.253,9.707,0.428,94.3,2025-07-16T19:04:08.457478,40
focused,1,77.84688748763062,52.45932317238223,0.376,0.05,14.237,36.64,0.002,-0.023,9.781,0.753,98.0,2025-07-16T19:04:08.280091,41
stressed,3,72.99069523098366,19.5444655029877,0.638,0.268,16.0,36.57,-0.08,-0.294,9.718,0.531,95.8,2025-07-16T19:04:08.439279,0
stressed,3,94.39415841326111,17.169952760486886,0.534,0.224,24.413,36.69,-0.226,0.355,9.766,0.992,96.2,2025-07-16T19:04:08.449758,15
fatigued,5,67.57502186319466,29.047946999158803,0.194,0.149,11.69,36.57,0.108,-0.209,9.737,0.723,98.2,2025-07-16T19:04:08.585979,34
calm,0,63.127167560890165,33.9229424749821,0.348,0.06,15.364,36.61,-0.115,0.052,9.854,0.106,96.3,2025-07-16T19:04:08.121401,24
stressed,3,87.29874963082864,23.235353439428476,0.569,0.326,19.149,36.73,-0.154,-0.028,9.799,0.123,95.3,2025-07-16T19:04:08.475624,25
fatigued,5,54.304712726531776,34.71620822697628,0.24,0.249,13.28,36.57,0.293,0.201,10.01,0.319,97.1,2025-07-16T19:04:08.612344,18
excited,2,88.78597138681396,29.20166248092808,0.565,0.333,21.981,36.93,0.162,-0.037,9.614,0.407,95.1,2025-07-16T19:04:08.316358,17
fatigued,5,56.95808090624247,9.06538396541478,0.178,0.143,8.307,36.67,0.016,0.113,9.743,0.996,98.1,2025-07-16T19:04:08.633060,24
excited,2,108.42543690921872,23.275082967998028,0.631,0.32,20.641,36.95,0.086,-0.21,9.797,0.195,95.4,2025-07-16T19:04:08.332535,47
anxious,4,134.03470303717285,16.253550429700734,0.844,0.4,24.35,37.17,-0.403,-0.093,9.366,0.992,93.4,2025-07-16T19:04:08.505995,3
stressed,3,96.04096950285145,15.599879001803568,0.607,0.28,26.16,36.92,0.191,-0.074,9.588,0.391,96.7,2025-07-16T19:04:08.453782,20
stressed,3,104.07068012374005,22.35036884098633,0.545,0.366,24.076,36.82,0.059,-1.049,9.652,0.929,95.1,2025-07-16T19:04:08.465497,1
calm,0,54.35168717534274,40.69000698286841,0.215,0.079,15.161,36.48,0.004,0.16,9.815,0.292,97.7,2025-07-16T19:04:08.132782,16
excited,2,75.48229193164671,28.791888662306874,0.443,0.124,22.009,36.72,0.064,0.046,9.805,0.824,96.9,2025-07-16T19:04:08.392129,32
excited,2,90.9407601962414,33.299695837875596,0.585,0.385,15.409,36.81,0.136,0.884,9.634,0.743,97.2,2025-07-16T19:04:08.381574,2
stressed,3,81.70997842024578,26.706497420634385,0.601,0.205,22.243,36.91,0.192,0.297,9.679,0.538,96.1,2025-07-16T19:04:08.450236,20
calm,0,60.9273116528026,33.387748516049676,0.321,0.066,11.893,36.46,0.066,-0.058,9.798,0.948,97.4,2025-07-16T19:04:08.121900,28
anxious,4,80.44676337509145,25.69531038601228,0.725,0.517,21.403,37.03,0.417,1.269,9.657,0.203,95.4,2025-07-16T19:04:08.551406,12
excited,2,88.96944211491004,46.94995085125585,0.788,0.56,14.0,36.74,-0.073,0.205,9.455,0.722,95.1,2025-07-16T19:04:08.380758,49
calm,0,71.38779489122128,58.200375890372094,0.15,0.086,13.198,36.49,-0.229,-0.052,9.811,0.85,96.7,2025-07-16T19:04:08.200416,10
stressed,3,71.69893916668674,17.171167026045236,0.9,0.192,26.726,36.89,0.16,0.219,9.552,0.542,94.9,2025-07-16T19:04:08.449112,19
excited,2,95.15928814622417,53.5712441875073,0.774,0.443,20.97,36.77,-0.083,0.208,9.812,0.871,95.3,2025-07-16T19:04:08.349459,39
excited,2,93.27027674111648,33.197452541194174,0.402,0.413,20.594,37.03,-0.255,0.127,9.848,0.135,96.0,2025-07-16T19:04:08.378311,44
excited,2,92.5991502497514,33.15663476743629,0.635,0.257,16.961,36.7,-0.123,-0.455,9.606,0.514,95.9,2025-07-16T19:04:08.402005,48
fatigued,5,71.31938070737505,24.01401856246199,0.247,0.05,8.0,36.33,-0.014,-0.021,9.807,0.199,97.4,2025-07-16T19:04:08.653595,25
excited,2,64.05108327894361,43.7826229453367,0.497,0.606,17.621,36.88,0.01,0.638,9.712,0.951,97.4,2025-07-16T19:04:08.316047,35
stressed,3,97.55594876725671,25.542535039108348,0.9,0.33,16.0,37.03,-0.343,0.619,9.761,0.178,94.6,2025-07-16T19:04:08.483905,44
calm,0,69.80660095765911,53.663643241260424,0.391,0.075,13.447,36.56,0.012,0.004,9.834,0.879,96.3,2025-07-16T19:04:08.112721,37
fatigued,5,68.689565748017,17.86399721649054,0.226,0.261,10.473,36.5,0.156,-0.42,9.635,0.789,97.8,2025-07-16T19:04:08.632273,25
anxious,4,105.17517112739439,11.935226747393383,0.764,0.318,18.0,37.12,0.189,0.557,9.759,0.641,95.2,2025-07-16T19:04:08.567600,24
calm,0,69.37756976903569,36.85744071255089,0.196,0.044,13.707,36.47,-0.018,0.019,9.82,0.321,97.1,2025-07-16T19:04:08.160483,17
stressed,3,101.03939265243987,13.89732693857378,0.652,0.27,21.332,36.91,-0.553,-0.1,9.965,0.152,95.4,2025-07-16T19:04:08.425253,38
calm,0,57.32850994761157,65.45249068553694,0.266,0.027,12.134,36.39,-0.031,-0.031,9.806,0.254,97.1,2025-07-16T19:04:08.176257,32
anxious,4,101.00713196806876,18.3399320209267,0.859,0.348,31.534,36.97,0.193,0.342,10.008,0.972,95.3,2025-07-16T19:04:08.579184,2
calm,0,69.55828181312394,48.020052066607946,0.165,0.205,14.669,36.56,-0.028,0.265,9.705,0.124,97.6,2025-07-16T19:04:08.196655,2
calm,0,55.07336546046523,42.048568560575056,0.217,0.243,14.036,36.46,0.243,0.307,9.699,0.529,97.4,2025-07-16T19:04:08.162448,18
stressed,3,112.81768891894642,27.461718362978516,0.864,0.227,21.159,37.07,0.393,-0.195,9.838,0.586,94.9,2025-07-16T19:04:08.444931,37
focused,1,79.0086445798013,44.94125442585765,0.471,0.055,14.658,36.65,-0.074,0.02,9.815,0.298,96.5,2025-07-16T19:04:08.282625,5
stressed,3,97.33871519824324,14.281540142400097,0.689,0.235,16.069,36.7,-0.015,0.337,9.688,0.541,96.0,2025-07-16T19:04:08.464696,47
stressed,3,87.71901869438311,12.024038479098394,0.813,0.382,24.398,36.99,0.097,0.542,10.022,0.807,95.0,2025-07-16T19:04:08.486173,13
excited,2,91.56763951923132,20.43445895237016,0.49,0.109,24.0,36.54,-0.175,0.054,9.923,0.462,96.4,2025-07-16T19:04:08.307186,47
calm,0,76.7353228271988,39.9526921628758,0.235,0.149,13.498,36.65,-0.051,-0.049,9.75,0.782,97.3,2025-07-16T19:04:08.130944,5
stressed,3,68.48533856460516,25.797539964308026,0.718,0.367,23.043,36.88,0.018,-0.454,9.962,0.637,96.5,2025-07-16T19:04:08.479825,35
focused,1,73.12887931330643,34.749376143389085,0.396,0.07,13.944,36.52,-0.161,0.01,9.81,0.531,96.6,2025-07-16T19:04:08.244798,9
focused,1,81.45575556338812,50.78343358700753,0.397,0.05,18.0,36.78,0.037,0.091,9.768,0.436,96.2,2025-07-16T19:04:08.282152,17
fatigued,5,67.38208953560446,28.511936242565422,0.208,0.05,10.139,36.59,-0.037,-0.064,9.821,0.567,96.7,2025-07-16T19:04:08.636869,21
focused,1,66.50945746877758,42.46192694981629,0.435,0.06,18.0,36.62,0.05,0.011,9.791,0.863,96.2,2025-07-16T19:04:08.222041,19
excited,2,101.11080042971241,40.299152923925696,0.733,0.319,20.212,37.15,0.102,-0.737,9.822,0.799,95.5,2025-07-16T19:04:08.394094,23
anxious,4,79.88436022373666,13.589361761471448,0.908,0.362,22.886,37.16,0.713,-0.186,9.59,0.795,95.2,2025-07-16T19:04:08.576528,22
excited,2,90.21215691617526,21.54025569037992,0.601,0.472,19.127,37.05,-0.402,-0.917,9.827,0.49,96.5,2025-07-16T19:04:08.366234,17
excited,2,93.66384966886393,24.915682880553295,0.558,0.468,16.813,37.08,-0.296,-1.458,9.516,0.4,95.1,2025-07-16T19:04:08.359090,31
excited,2,90.24535854387196,33.19546450911988,0.454,0.579,18.376,37.1,-0.351,0.294,9.743,0.196,95.5,2025-07-16T19:04:08.397942,44
fatigued,5,70.44277572092236,24.59777855040491,0.263,0.127,12.544,36.56,-0.052,0.027,9.926,0.808,96.2,2025-07-16T19:04:08.658341,25
excited,2,79.36236893795707,24.282936997036405,0.591,0.35,14.0,36.96,0.011,-0.128,10.085,0.634,96.0,2025-07-16T19:04:08.367886,24
excited,2,79.76400343667738,21.126603775356514,0.49,0.567,17.512,36.98,0.376,0.084,9.737,0.363,96.8,2025-07-16T19:04:08.393487,0
calm,0,69.46183501083586,43.59678738188268,0.228,0.0,14.69,36.35,0.0,0.0,9.8,0.45,97.8,2025-07-16T19:04:08.137006,41
anxious,4,107.78640656432097,26.898680644895162,0.893,0.404,26.258,37.05,0.317,0.363,9.843,0.484,94.7,2025-07-16T19:04:08.517508,0
stressed,3,77.55205910006359,20.12750350694149,0.9,0.269,21.394,36.73,-0.018,-0.268,9.968,0.949,96.0,2025-07-16T19:04:08.469081,3
stressed,3,97.89965106290502,21.788131475801347,0.859,0.158,18.102,36.82,-0.208,-0.233,9.69,0.16,94.9,2025-07-16T19:04:08.442470,14
fatigued,5,54.917310658534916,41.83192862187018,0.288,0.187,10.472,36.4,-0.074,-0.028,10.001,0.3,97.8,2025-07-16T19:04:08.596748,6
calm,0,69.41327142702175,43.01303648290474,0.258,0.125,15.733,36.57,0.092,-0.031,9.717,0.756,97.0,2025-07-16T19:04:08.113904,20
stressed,3,112.82956231468543,13.668747083871105,0.773,0.341,16.378,37.21,0.752,-0.458,9.681,0.343,95.3,2025-07-16T19:04:08.440727,34
calm,0,95.2117629317717,39.357160957130134,0.271,0.089,13.109,36.69,-0.004,-0.018,9.781,0.5,96.9,2025-07-16T19:04:08.210466,43
calm,0,69.79150929839228,34.32839308948136,0.32,0.132,14.426,36.72,0.055,-0.111,9.811,0.984,97.4,2025-07-16T19:04:08.111893,28
calm,0,72.01424565202885,48.03052540251859,0.352,0.132,13.186,36.53,-0.049,-0.087,9.733,0.735,97.3,2025-07-16T19:04:08.141617,13
fatigued,5,63.01376526895511,22.703403293429297,0.297,0.103,9.893,36.34,0.003,-0.161,9.855,0.677,97.1,2025-07-16T19:04:08.624161,26
anxious,4,120.73423304401616,16.59073667597846,0.891,0.501,22.435,37.19,0.185,-1.037,10.051,0.344,93.8,2025-07-16T19:04:08.528059,41
focused,1,54.7767999650744,63.10783564321639,0.388,0.056,16.203,36.4,0.044,0.041,9.821,0.301,96.8,2025-07-16T19:04:08.242587,35
calm,0,71.42913190776653,55.1309958353287,0.25,0.112,16.584,36.47,-0.139,0.008,9.726,0.698,96.7,2025-07-16T19:04:08.202553,33
fatigued,5,54.1515901756499,25.321119513673704,0.31,0.268,10.482,36.56,0.392,-0.691,9.757,0.673,97.5,2025-07-16T19:04:08.597704,6
stressed,3,95.96467609672645,15.76262768469136,0.788,0.218,19.569,36.68,-0.134,0.205,9.756,0.482,96.2,2025-07-16T19:04:08.485689,8
focused,1,85.79352847897606,32.969473623086856,0.361,0.06,14.795,36.78,0.001,-0.037,9.82,0.651,95.8,2025-07-16T19:04:08.251431,38
stressed,3,86.63833716656481,11.805437510158592,0.869,0.249,16.021,36.85,-0.025,0.253,9.761,0.555,95.6,2025-07-16T19:04:08.468252,41
excited,2,78.35568880114175,41.01244845824632,0.607,0.244,14.221,36.87,0.281,0.027,9.861,0.245,96.5,2025-07-16T19:04:08.339705,6
fatigued,5,63.969803297933105,25.690622856456205,0.276,0.156,8.032,36.66,-0.099,-0.106,9.76,0.765,96.7,2025-07-16T19:04:08.646657,38
stressed,3,92.92229909364151,22.556982888465992,0.892,0.412,19.448,37.19,0.634,0.536,9.714,0.687,94.8,2025-07-16T19:04:08.441050,6
anxious,4,110.19800121081634,13.394166463458474,0.741,0.356,18.811,36.72,-0.554,-0.075,10.099,0.492,96.2,2025-07-16T19:04:08.499360,11
fatigued,5,49.07732048435526,35.49139667884096,0.264,0.09,10.193,36.29,-0.133,0.023,9.895,0.834,98.1,2025-07-16T19:04:08.628033,18
fatigued,5,59.42968375419055,35.794474693581584,0.201,0.05,10.057,36.32,0.035,-0.089,9.801,0.9,97.7,2025-07-16T19:04:08.652339,48
fatigued,5,55.87038828084924,26.738047911772032,0.36,0.051,11.149,36.36,-0.026,-0.041,9.82,0.758,97.3,2025-07-16T19:04:08.635931,6
calm,0,93.0295897821931,51.45567171954662,0.32,0.147,13.295,36.55,-0.163,0.096,9.876,0.822,96.7,2025-07-16T19:04:08.140964,27
anxious,4,126.35799264917658,20.51569753529317,0.711,0.489,28.694,37.31,0.056,0.092,9.674,0.215,94.9,2025-07-16T19:04:08.533553,2
calm,0,64.44654306907827,43.62674946528643,0.342,0.102,13.245,36.6,0.224,-0.111,9.859,0.24,96.3,2025-07-16T19:04:08.160158,16
excited,2,78.86969904018478,31.66136460160649,0.713,0.256,17.302,36.81,0.071,-0.054,9.968,0.119,95.3,2025-07-16T19:04:08.411670,6
anxious,4,104.65303290303378,20.103461985321882,0.8,0.421,28.975,37.26,0.68,-0.458,9.409,0.131,94.5,2025-07-16T19:04:08.510623,35
focused,1,82.83742120927128,40.88412537333296,0.316,0.068,17.277,36.46,0.012,-0.09,9.731,0.12,96.5,2025-07-16T19:04:08.220203,47
calm,0,62.857879354215456,62.51167357141367,0.284,0.182,16.184,36.23,-0.208,0.108,9.781,0.674,96.8,2025-07-16T19:04:08.139807,39
calm,0,89.00975691757398,47.10713845423794,0.357,0.136,14.044,36.62,0.248,0.096,9.816,0.495,96.3,2025-07-16T19:04:08.213121,42
focused,1,65.24231823360674,52.92494413521832,0.34,0.079,13.188,36.64,-0.088,0.12,9.812,0.5,96.5,2025-07-16T19:04:08.286926,6
excited,2,105.15328678837189,39.21028398382251,0.513,0.283,22.463,36.96,-0.053,-0.393,9.957,0.244,95.1,2025-07-16T19:04:08.361485,7
focused,1,72.81019387613547,60.163809209519684,0.432,0.026,14.601,36.46,0.024,0.021,9.79,0.5,96.9,2025-07-16T19:04:08.241797,39
excited,2,104.88146755416193,35.841136107425655,0.491,0.497,20.913,36.93,-0.175,-0.15,9.842,0.935,95.3,2025-07-16T19:04:08.383706,15
focused,1,114.40453121487394,42.07042490459387,0.445,0.066,15.159,36.79,0.056,-0.032,9.771,0.742,95.5,2025-07-16T19:04:08.257155,11
focused,1,108.32817032896787,39.37650410626647,0.385,0.055,14.007,36.52,0.045,-0.04,9.814,0.686,96.8,2025-07-16T19:04:08.266049,11
stressed,3,88.72859977235166,16.393361879818787,0.5,0.389,22.184,36.83,-0.304,-0.153,9.608,0.397,96.1,2025-07-16T19:04:08.420331,38
stressed,3,120.47724770291268,19.838458545870097,0.698,0.323,20.205,36.97,-0.079,-0.105,9.775,0.3,94.3,2025-07-16T19:04:08.462890,26
excited,2,81.84175621055955,24.952832159794063,0.486,0.481,22.205,36.8,-0.157,0.379,10.146,0.565,96.6,2025-07-16T19:04:08.327163,4
anxious,4,94.30411885751404,17.725521292320806,0.925,0.537,23.391,36.84,0.551,0.634,9.831,0.217,95.5,2025-07-16T19:04:08.577623,28
calm,0,63.79435221383677,50.33837357302659,0.393,0.038,14.975,36.34,-0.034,0.023,9.796,0.12,97.0,2025-07-16T19:04:08.104981,21
focused,1,78.91165286952135,47.55515618752657,0.483,0.052,15.44,36.39,-0.058,-0.042,9.825,0.94,97.2,2025-07-16T19:04:08.279126,20
fatigued,5,69.38337426040302,40.68197014191474,0.241,0.214,9.768,36.82,0.103,0.334,9.747,0.272,97.7,2025-07-16T19:04:08.623068,21
anxious,4,86.2525761632381,21.52818827450703,0.935,0.181,19.476,36.91,-0.079,0.068,9.749,0.976,94.6,2025-07-16T19:04:08.531984,29
calm,0,82.05150532604308,39.0505550189576,0.34,0.095,11.675,36.36,0.056,0.086,9.743,0.899,97.3,2025-07-16T19:04:08.182298,11
excited,2,89.090871952908,33.21133676319205,0.664,0.473,17.153,37.17,0.148,0.444,9.857,0.583,94.8,2025-07-16T19:04:08.311523,24
stressed,3,72.2269693391302,23.578840803619098,0.681,0.255,21.618,36.81,-0.093,0.439,9.706,0.605,96.0,2025-07-16T19:04:08.469242,29
anxious,4,139.75719919618055,9.734036829779066,0.854,0.289,18.101,37.04,0.059,-0.353,9.695,0.592,93.5,2025-07-16T19:04:08.511108,8
calm,0,58.15108969291388,60.97635140813441,0.259,0.035,10.47,36.42,0.005,-0.002,9.801,0.107,97.7,2025-07-16T19:04:08.115143,32
stressed,3,115.07302815502699,20.59850787616306,0.682,0.239,18.931,36.9,0.324,-0.037,9.656,0.366,96.2,2025-07-16T19:04:08.437024,49
calm,0,51.73191987901881,33.05460335325348,0.337,0.047,16.42,36.37,0.028,-0.024,9.818,0.145,97.5,2025-07-16T19:04:08.198745,24
stressed,3,112.93562354187189,14.900494926200682,0.836,0.307,20.961,37.03,0.043,-0.018,9.839,0.108,94.8,2025-07-16T19:04:08.483090,34
anxious,4,119.03017603338942,19.74938534392126,0.773,0.167,20.322,36.95,-0.117,0.015,9.847,0.807,94.6,2025-07-16T19:04:08.530415,5
calm,0,70.56168738388287,48.66665189943597,0.158,0.127,13.568,36.49,0.069,0.022,9.867,0.911,97.3,2025-07-16T19:04:08.195441,25
stressed,3,92.89256224698931,20.278356615474486,0.742,0.431,19.675,36.76,0.333,-0.769,9.75,0.443,96.5,2025-07-16T19:04:08.479989,49
fatigued,5,58.450792912862646,27.319481409911457,0.203,0.278,12.285,36.59,-0.205,-0.069,9.571,0.119,96.6,2025-07-16T19:04:08.649630,22
focused,1,92.55834095071123,40.011133417229324,0.444,0.074,15.82,36.73,0.056,-0.066,9.894,0.917,96.6,2025-07-16T19:04:08.255357,15
fatigued,5,63.33195960135151,28.180194033872155,0.236,0.05,12.086,36.5,-0.055,-0.025,9.78,0.97,97.4,2025-07-16T19:04:08.618982,32
fatigued,5,63.07338276669669,22.837794496053757,0.264,0.164,9.715,36.56,-0.236,0.163,9.694,0.839,97.7,2025-07-16T19:04:08.661936,10
focused,1,69.38262120385778,30.287825895886566,0.319,0.043,13.055,36.66,-0.03,-0.013,9.811,0.177,96.4,2025-07-16T19:04:08.279766,3
stressed,3,107.08250158845256,16.897597932805855,0.507,0.444,16.0,36.93,0.6,0.278,9.965,0.953,95.2,2025-07-16T19:04:08.465337,45
fatigued,5,77.5569947914812,25.77088845739836,0.312,0.202,12.266,36.53,-0.06,-0.002,9.807,0.651,97.2,2025-07-16T19:04:08.659593,45
fatigued,5,74.17506069633805,36.25852926736814,0.231,0.05,11.594,36.5,-0.076,0.051,9.819,0.976,97.9,2025-07-16T19:04:08.645566,42
excited,2,97.64432056382755,32.09011086205417,0.498,0.411,19.578,37.0,-0.22,0.449,9.685,0.58,96.0,2025-07-16T19:04:08.341691,48
anxious,4,102.06931392964955,11.34522454331429,0.938,0.436,25.577,37.14,0.468,-1.115,9.594,0.971,93.7,2025-07-16T19:04:08.538565,24
anxious,4,91.98501586732702,21.090826109284645,0.805,0.334,24.557,36.74,0.127,0.656,10.031,0.221,94.9,2025-07-16T19:04:08.569480,2
excited,2,74.80889265298246,41.44367634441094,0.647,0.245,15.332,36.67,0.07,0.061,9.674,0.327,96.2,2025-07-16T19:04:08.353288,21
anxious,4,91.57523379051347,18.846569393369276,0.899,0.151,18.0,36.81,-0.226,0.066,9.887,0.441,95.7,2025-07-16T19:04:08.506308,41
focused,1,65.72684182500107,51.95976240534685,0.391,0.068,15.224,36.53,0.03,-0.083,9.849,0.293,97.1,2025-07-16T19:04:08.274060,13
fatigued,5,62.50076773034638,31.970198033906993,0.282,0.2,13.082,36.63,-0.195,0.242,9.759,0.841,97.0,2025-07-16T19:04:08.590019,10
stressed,3,118.0021697114531,21.21273626052241,0.689,0.236,21.763,37.0,0.104,-0.421,9.622,0.959,95.5,2025-07-16T19:04:08.454584,13
